MOF Identifier v1 (SMILES + Metadata),Largest Cavity Diameter (Ã…),Pore Limiting Diameter (Ã…),Largest Free Path Diameter (Ã…),Crystal Density (g/cm3),Pore Volume (A3),Void Fraction,Pore Volume (cm3/g),Metal Types,Heat Capacity at 300 K (J/g/K),Heat Capacity Std. Dev. at 300 K (J/g/K),Heat Capacity at 350 K (J/g/K),Heat Capacity Std. Dev. at 350 K (J/g/K),Heat Capacity at 400 K (J/g/K),Heat Capacity Std. Dev. at 400 K (J/g/K),Heat Capacity Temperature Coefficient (J/g/K/K),Heat Capacity Intercept (J/g/K),Number of Atoms,Thermal Stability (â„ƒ),Solvent Stability,Water Stability,KH Classes
[O-]C(=O)c1cc(NC2=NC(=[N]=C([N]2)Nc2cc(cc(c2)C(=O)[O-])C(=O)[O-])Nc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Tb]O[Tb],16.50327,4.60014,16.50327,1.07791,6909.6,0.6498,0.602836,Tb,0.716608478,0.017085358,0.805997295,0.034158062,0.852057976,0.036351597,0.001354495,0.31748134,474,377.6,0.7310402,0.86,superstrong_high_loading
[In].[O-]C(=O)c1ccc(cn1)C(=O)[O-],8.735,3.2117,8.735,1.17906,2274.37,0.6048,0.512952,In,0.752660977,0.015546207,0.849479231,0.031840984,0.897176453,0.035942443,0.001445155,0.327301385,186,383.6,0.770825,0.444807692,weak
unknown,5.54173,4.71878,5.54173,1.61459,780.494,0.5614,0.347704,Sm,0.569860047,0.009495562,0.629823739,0.013055363,0.657575438,0.014781132,0.000877154,0.312082542,64,378,0.80569994,0.5905,none
unknown,8.01344,5.36531,7.99706,1.00781,2758.53,0.583,0.578481,Mn,0.835509855,0.038934704,0.922910816,0.067406618,1.003516906,0.073750136,0.001680071,0.332621179,268,319,0.84490204,0.65,strong
[Co].[nH]1[n-]cc(c1)C1=C2C=CC3=[N]2[Co]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2c[n-][nH]c2)cc1)c1c[n-][nH]c1)c1c[n-][nH]c1,9.0054,8.27549,9.0054,0.964305,2864.01,0.6022,0.624491,Co,0.840116765,0.039924438,0.938781261,0.068742487,1.018594558,0.076687058,0.001784778,0.307825253,264,340.5,0.8909774,0.81,weak
[Co].[nH]1[n-]cc(c1)C1=C2C=CC3=[N]2[Mn]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2c[n-][nH]c2)cc1)c1c[n-][nH]c1)c1c[n-][nH]c1,9.05169,8.30105,9.04046,0.953476,2947.69,0.6164,0.646477,"Co,Mn",0.84624233,0.039753633,0.946123207,0.06778065,1.02624448,0.076691422,0.001800022,0.309529145,264,319.4,0.8939305,0.77,weak
Nn1c(nnc1c1ccncc1)c1ccncc1.[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn],7.64152,3.58966,7.64152,1.12818,1955.18,0.5614,0.497614,Zn,0.866072913,0.030642354,0.971729908,0.059603473,1.027977893,0.073815922,0.00161905,0.388592812,222,402,0.8998463,0.56,weak
Nn1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1.[Cd],4.95702,4.0645,4.95441,1.10193,2746.17,0.51,0.462824,Cd,0.894369971,0.049836292,1.001413598,0.094133244,1.051920817,0.097268101,0.001575508,0.431140176,388,344.1,0.91669774,0.91,weak
[Cd].[O-]C(=O)c1c(cccc1C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],4.68668,3.8035,4.68557,1.64853,1135.41,0.5114,0.310215,Cd,0.635071976,0.011052517,0.709291762,0.024754989,0.751327365,0.027204028,0.001162554,0.29166984,128,370.5,0.94277525,0.587104072,superstrong_high_loading
[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],11.61707,9.67324,11.61707,0.537621,10297.5,0.8122,1.51073,Zn,0.789742323,0.030088906,0.865912626,0.049469996,0.927091465,0.060145609,0.001373491,0.380193475,340,398.6,0.5185913,0.43,weak
F[Co].[Co].[O-]C(=O)c1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O]S(=O)(=O)[O].n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,8.18299,7.27755,8.16643,0.733345,9428.39,0.717,0.977712,Co,0.853186807,0.031494923,0.963169172,0.044943082,1.031639936,0.062834073,0.001784531,0.324746021,516,355.4,0.92296505,0.89,none
[Ni].[O-]C(=O)c1cc(ccc1c1cc(nc(c1)c1ccncc1)c1ccncc1)C(=O)[O-],6.2418,3.78915,6.23908,1.02529,1644.35,0.559,0.545211,Ni,0.900458357,0.033401531,1.031691339,0.049136605,1.087682453,0.069262591,0.001872241,0.351326384,176,372.9,0.5759447,0.72,strong
CC1=NN=C[N]1.[O-]C(=O)c1sc2c(c1C)c(c(s2)C(=O)[O-])C.[Zn].[Zn][Zn],10.63464,9.46333,10.63464,0.867138,3705.81,0.6706,0.773348,Zn,0.840844956,0.023713859,0.920459295,0.041753018,1.008662966,0.038701107,0.00167818,0.335959374,224,296.6,0.8854177,0.572909311,unknown
[Eu].[O-]C(=O)C1=C[C](NC=C1)c1cc(cc(c1)C(=O)O)C(=O)[O-].[O-]C(=O)C1=C[C](NC=C1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],4.79775,3.32692,4.73886,1.45236,3084.68,0.4662,0.320994,Eu,0.800010216,0.021613118,0.89573046,0.047475547,0.943125394,0.05085697,0.001431152,0.378718899,464,362.5,0.9277804,0.65,none
unknown,9.61011,3.8556,9.61011,0.815754,1215.12,0.6312,0.773762,Ni,0.947207989,0.058898048,1.049005966,0.110964303,1.121213639,0.109403927,0.001740056,0.43012276,111,370.6,0.4262092,0.87,weak
[Eu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],6.5852,5.36564,6.5852,1.12353,1603.54,0.6534,0.581558,Eu,0.648905579,0.013855369,0.728233264,0.024904955,0.767995469,0.031779647,0.001190899,0.298230158,100,435.2,0.29697758,0.71,none
[Eu].[O-]C(=O)c1ccc(c2c1nsn2)C(=O)[O-].[O-]C=O,5.5303,3.77942,5.5303,1.83907,1154.85,0.4602,0.250235,Eu,0.618395165,0.008733307,0.679695881,0.017919776,0.729642913,0.018795725,0.001112477,0.286544205,150,388.2,0.7940426,0.83,none
Cl[Co].[Co].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,5.16671,2.46687,5.15211,1.29727,2237.45,0.4436,0.341948,Co,0.888584766,0.027770059,1.004509161,0.057549352,1.055030031,0.069874273,0.001664453,0.400149557,372,315,0.68973994,0.748,weak
unknown,7.79568,4.2915,7.77506,1.17296,8762.38,0.5522,0.470775,"In,Cu",0.88485676,0.041056247,0.972824478,0.063422181,1.06820948,0.049446307,0.001833527,0.333562386,1088,303.8,0.9473007,0.807692308,strong
[Cd].[O-]C(=O)C1CCC(CC1)C(=O)[O-].c1ccc2c(c1)c(c1ccncc1)c1c(c2c2ccncc2)cccc1,4.12612,2.89726,4.00438,1.19099,851.606,0.4966,0.416964,Cd,0.898006577,0.04737129,0.986278887,0.084948151,1.053335686,0.092954603,0.001553291,0.435555169,130,338.2,0.13064873,0.840045455,strong
[Cd].[O-]C(=O)C1CCC(CC1)C(=O)[O-],6.38494,5.50156,6.38494,1.14817,2621.93,0.4784,0.416663,Cd,0.94255468,0.0461326,1.050559547,0.079733755,1.133104053,0.085751236,0.001905494,0.375149955,428,unknown,unknown,unknown,weak
unknown,9.03512,4.93908,9.03512,0.763129,1485.73,0.6354,0.832625,Zn,0.961913387,0.055128445,1.058163876,0.104693734,1.118585315,0.104156716,0.001566719,0.497869111,127,342.1,0.3156643,0.84,weak
[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-].[Zn],11.5324,10.59043,11.52767,0.884379,2682.04,0.7058,0.798074,Zn,0.751589392,0.014089442,0.836780001,0.019109198,0.893815934,0.020826039,0.001422265,0.329602212,128,340.7,0.72013205,0.7525,weak
[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-].[Zn],11.52485,10.58653,11.52485,0.88444,2679.58,0.7052,0.797341,Zn,0.748481108,0.01487383,0.83605482,0.020065117,0.892560178,0.022124338,0.001440791,0.321421955,128,340.7,0.7195293,0.7525,weak
[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-].[Zn],11.5279,10.58511,11.5279,0.885418,2677.38,0.7054,0.796686,Zn,0.750226352,0.014779049,0.835074997,0.020464614,0.891904348,0.022341366,0.00141678,0.329862243,128,340.7,0.7198714,0.7525,weak
[O-]C(=O)c1ccc(c(c1)N)[O].[Y][OH]1[Y]2[OH]([Y]1[OH]2[Y])[Y],6.59775,3.98138,5.09316,1.40692,1686.17,0.5094,0.362067,Y,0.773861937,0.022035902,0.887554441,0.036338102,0.922433364,0.046548264,0.001485714,0.34128325,214,344.2,0.9832299,0.711538462,none
unknown,9.02884,8.45462,9.02884,1.1317,2283.19,0.5794,0.511974,Eu,0.781495694,0.022892972,0.875841293,0.048257635,0.925268633,0.057362066,0.001437729,0.357663254,220,417.4,0.751857,0.94,none
unknown,5.58976,4.00608,4.94187,0.967358,2081.71,0.6018,0.622107,Zn,0.88699492,0.030247458,0.987718115,0.057942554,1.05598982,0.071208602,0.001689949,0.385418803,192,322.8,0.80307055,0.433840313,weak
[O-]C(=O)c1cccc(c1)C(=O)[O-].[Zn][OH]1[Zn][OH]([Zn]21[OH]([Zn])[Zn][OH]2[Zn])[Zn],7.34133,6.06347,7.27707,1.16393,1279.15,0.5936,0.509996,Zn,0.782840926,0.01722467,0.882609135,0.030161764,0.924669427,0.0408954,0.001418285,0.366973411,111,348.7,0.72385365,0.342404762,weak
[Eu][Eu].[O-]C(=O)c1cc(c2ccc(cc2)c2ccccc2C(=O)O)c(cc1c1ccc(cc1)c1ccccc1C(=O)O)C(=O)[O-].[O-]C(=O)c1cc(c2ccc(cc2)c2ccccc2C(=O)[O-])c(cc1c1ccc(cc1)c1ccccc1C(=O)[O-])C(=O)[O-],5.80341,4.80398,5.80341,1.20574,1042.54,0.535,0.44371,Eu,0.793463274,0.028153143,0.88827079,0.056090227,0.938673013,0.065609816,0.001452097,0.365234938,124,415.5,0.88545346,0.85,none
C1=NC=C2C(=CN=N2)[CH]1.N1=C[C]2C(=CN=N2)C=C1.[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn],4.81973,4.21277,4.81973,1.26612,800.219,0.5024,0.396803,Zn,0.834002787,0.028416701,0.951048285,0.046435099,1.004495126,0.059832696,0.001704923,0.333125548,108,341.2,0.9082837,0.81,weak
[Cd].[O-]C(=O)c1ccc(cc1)c1c2ccccc2c(c2c1cccc2)c1ccc(cc1)C(=O)[O-],5.73766,4.86718,5.72673,1.32351,627.684,0.473,0.357384,Cd,0.829094511,0.033519556,0.927712673,0.067588283,0.97738673,0.076604824,0.001482922,0.392375205,98,423.5,0.93083787,0.477104072,strong
[O-]C(=O)c1ccc(cc1)C1=C(SC(=C2SC(=C(S2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])S1)c1ccc(cc1)C(=O)[O-].[U],8.58792,5.46645,8.58331,1.06552,6075.86,0.651,0.610971,U,0.638331774,0.015989211,0.713012595,0.033424469,0.748700615,0.044566772,0.001103688,0.31372405,380,401.6,0.27371663,0.64,none
[Cu].[O]S(=O)(=O)[O].c1nc2c([nH]1)cc1c(c2)[nH]cn1,4.5322,3.65669,4.52968,1.71659,1146.16,0.3732,0.217408,Cu,0.838548291,0.025005233,0.940627514,0.042138438,1.000580007,0.051243895,0.001620317,0.35947426,264,358.1,0.7720894,0.76,none
unknown,6.95089,5.18804,6.95089,1.03506,1580.59,0.5954,0.575232,Co,0.852442372,0.027144326,0.953120167,0.053406895,1.008669084,0.063183152,0.001562267,0.391283717,146,302.7,0.9252528,0.78,strong
[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].[Zn].[Zn]I.c1ncn(c1)c1cc(cc(c1)n1cncc1)n1cncc1,5.82322,4.02198,5.80498,1.40463,1681.49,0.497,0.353831,Zn,0.750714935,0.024343399,0.837630569,0.051711089,0.885527233,0.061424117,0.001348123,0.352781205,230,378.4,0.66255486,0.582,strong
[Fe].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[OH],5.68425,5.34475,5.68425,1.17541,383.647,0.573,0.487488,Fe,0.841425822,0.025038141,0.941989955,0.036707307,1.004862467,0.046394042,0.001634366,0.357397824,38,396.7,0.5445995,0.47,weak
[Fe][O]([Fe])[Fe].[O-]C(=O)c1ccc(cc1)C(=O)[O-],8.56951,7.78371,8.56951,0.758444,2136.21,0.7218,0.951685,Fe,0.825521008,0.030175332,0.882040565,0.045771677,0.961261981,0.061808264,0.00135741,0.414514444,104,314.4,0.6942153,0.298,weak
[O-]C(=O)c1cc(cc(c1)C(=O)[O-])N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,9.83426,7.01492,9.83426,1.0669,6001.95,0.6668,0.624987,Zr,0.722098882,0.014152034,0.779105358,0.016512443,0.829446657,0.019978262,0.001073478,0.401166417,336,380.1,0.8446249,0.92,none
[Cd].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].c1ccc2c(c1)c(C=Cc1ccncc1)c1c(c2C=Cc2ccncc2)cccc1,7.47477,4.74925,7.46751,1.02792,2695.86,0.566,0.550627,Cd,0.883276147,0.042592058,0.97758156,0.083053332,1.034066372,0.090476568,0.001507902,0.437208906,308,441.6,0.15936127,0.68,weak
Cl[Co].[Co].[O-]C(=O)c1ccc(cc1)C(=O)[O-],5.65303,3.7818,5.64071,1.18193,1145.78,0.551,0.466185,Co,0.792787118,0.016509458,0.884455421,0.037445522,0.914693408,0.044097601,0.001219063,0.437306633,106,286.7,0.33973938,0.32,strong
[Co].[O-]C(=O)c1ccc(cc1)C(=O)[O-],6.83432,5.57074,6.68119,0.944958,1848.48,0.6312,0.667966,Co,0.842335915,0.020444222,0.936126576,0.039198648,0.99040526,0.051646243,0.001480693,0.404713206,134,299.3,0.7263682,0.201,weak
[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-].[Zn],4.91763,3.38676,4.91763,1.31432,681.652,0.4262,0.324275,Zn,0.910400655,0.036700217,1.021027059,0.071392107,1.078546741,0.083271839,0.001681461,0.414813518,130,408.4,0.59145176,0.544642857,strong
[Co].[O-]C(=O)c1ccc(cc1)CN(Cc1ccc(cc1)C(=O)[O-])Cc1ccc(cc1)C(=O)[O-].c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,5.58733,4.22769,5.57213,1.11602,1911.75,0.5148,0.461283,Co,0.941929348,0.044210641,1.029903428,0.082288705,1.092103387,0.088972647,0.00150174,0.495702916,266,279.1,0.74831986,0.71,weak
O=C(c1ccccc1OCC(c1ccncc1)(COc1ccccc1C(=O)NCc1ccccc1)COc1ccccc1C(=O)NCc1ccccc1)NCc1ccccc1.[Eu],5.17376,4.04652,5.17376,1.32329,2578.97,0.4472,0.337944,Eu,0.927129927,0.040316507,1.023089845,0.081122316,1.078487003,0.090609548,0.001513571,0.479819156,480,326.3,0.42928874,0.6,weak
O=C(c1ccccc1OCC(c1ccncc1)(COc1ccccc1C(=O)NCc1ccccc1)COc1ccccc1C(=O)NCc1ccccc1)NCc1ccccc1.[Gd],4.94344,3.73164,4.9398,1.36943,2419.58,0.4322,0.315606,Gd,0.928227132,0.037527846,1.050479802,0.055595636,1.117328932,0.066965304,0.001891018,0.370155656,480,345.5,0.48176518,0.57,weak
O=C(c1ccccc1OCC(c1ccncc1)(COc1ccccc1C(=O)NCc1ccccc1)COc1ccccc1C(=O)NCc1ccccc1)NCc1ccccc1.[Tb],5.17025,3.9894,5.15956,1.33951,2563.19,0.4472,0.333854,Tb,0.921238832,0.040674382,1.019623961,0.077534434,1.074431225,0.087826568,0.001531924,0.468924634,480,336.1,0.44899595,0.52,weak
unknown,10.91406,7.38918,10.63182,0.660714,10678.5,0.7678,1.16208,Cu,0.727299445,0.010922884,0.78273805,0.018633581,0.866612879,0.021174096,0.001393134,0.304619771,320,290.8,0.6924562,0.41,weak
[Cu][Cu].[O-]C(=O)c1sc2c(c1)sc1c2sc(c1)C(=O)[O-],10.10848,6.63048,9.68204,0.734411,9469.32,0.7568,1.03049,Cu,0.724382855,0.009264067,0.779431956,0.017465963,0.864239715,0.019767513,0.001398569,0.299852496,320,288.7,0.57636166,0.505,weak
[Cu][Cu].[O-]C(=O)c1sc2c(c1)sc1c2sc(c1)C(=O)[O-],9.89179,6.29899,9.79652,0.76565,8950.95,0.7458,0.974075,Cu,0.724731717,0.00848116,0.781889401,0.017498306,0.863099826,0.0216991,0.001383681,0.305618602,320,289,0.531313,0.595,weak
[Cu][Cu].[O-]C(=O)c1sc2c(c1)sc1c2sc(c1)C(=O)[O-],10.0902,6.63297,10.0902,0.73336,9462.84,0.7552,1.02978,Cu,0.726662316,0.008608875,0.778187266,0.017264793,0.862537491,0.021288153,0.001358752,0.313565907,320,288.3,0.5844887,0.505,none
[Cu][Cu].[O-]C(=O)c1sc2c(c1)sc1c2sc(c1)C(=O)[O-],10.21966,6.55562,10.20043,0.728598,9570.1,0.7588,1.04145,Cu,0.725201721,0.008624724,0.777870563,0.018301561,0.862857993,0.021111322,0.001376563,0.306846473,320,288.7,0.60344094,0.505,weak
[Cu][Cu].[O-]C(=O)c1sc2c(c1)sc1c2sc(c1)C(=O)[O-],9.88617,6.47167,9.77261,0.753447,9122.75,0.748,0.992771,Cu,0.724583931,0.008384005,0.780487855,0.018262118,0.86308453,0.021463916,0.001385006,0.304633346,320,289,0.5474463,0.585,weak
[Cu][Cu].[O-]C(=O)c1sc2c(c1)sc1c2sc(c1)C(=O)[O-],10.1444,6.43902,9.97327,0.734269,9438.61,0.7542,1.02714,Cu,0.723545344,0.008769914,0.776435511,0.017568889,0.861749101,0.021258257,0.001382038,0.303530171,320,289.3,0.5892761,0.505,unknown
unknown,4.66251,2.86946,4.66251,1.52682,839.074,0.4342,0.284381,Cd,0.782882419,0.022354644,0.874885932,0.04992059,0.929038448,0.060392914,0.00146156,0.350722834,146,362.1,0.26391566,0.403,strong
unknown,6.41087,5.7038,6.40946,1.2959,2362.42,0.5188,0.400339,Cd,0.778366616,0.024139959,0.868570304,0.049223357,0.919051998,0.058122117,0.001406854,0.362930805,292,342.4,0.19313276,0.668313955,strong
O=C1N(c2ccncc2)C(=O)c2c3c1cc(Cl)c1c3c(c(c2)Cl)c2c3c1c(Cl)cc1c3c(cc2Cl)C(=O)N(C1=O)c1ccncc1.[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[Zn][Zn],8.32876,5.6982,8.19477,0.925547,2830.43,0.6354,0.686513,Zn,0.833102464,0.01976754,0.945578833,0.030751604,1.016668059,0.045667141,0.001835656,0.289303538,208,349.1,0.8354281,0.52050698,weak
O=C1C(=O)C(=C1Nc1cccc(c1)C(=O)[O-])Nc1cccc(c1)C(=O)[O-].[Cd].n1ccc(cc1)c1ccncc1,5.68434,2.48875,5.68434,1.33111,713.684,0.4622,0.34723,Cd,0.848904647,0.031055976,0.94753751,0.062069702,0.999039001,0.07111492,0.001501344,0.406356816,114,334,0.62673795,0.713008812,strong
[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn].[Zn][Zn].n1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1,4.58326,2.85966,4.42279,1.29542,2449.66,0.4392,0.33904,Zn,0.922242414,0.041891523,1.024153869,0.080493113,1.081372304,0.092398497,0.001591299,0.452301581,460,339.6,0.8486161,0.488,weak
[Eu].[O-]C(=O)CN(C1=NC(=[N]=C([N]1)N(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-],4.67431,4.24797,4.67431,1.62579,1649.38,0.5228,0.321567,Eu,0.650710117,0.018019082,0.72225936,0.015707148,0.786234179,0.014301009,0.001355241,0.245400334,188,403.9,0.9371227,0.94,none
[Ce].[O-]C(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)[O-])(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],8.48415,4.23162,8.45452,0.896589,1530.49,0.6532,0.728539,Ce,0.789752465,0.032175759,0.879691144,0.049176738,0.937983149,0.061178837,0.001482307,0.350334861,108,464,0.19027749,0.847692308,weak
unknown,7.35844,4.57036,7.21783,1.20491,1317.65,0.653,0.54195,Tb,0.576044058,0.011588337,0.642755039,0.020259756,0.685126176,0.023793284,0.001090821,0.252854339,76,447.8,0.13017607,0.758888889,none
[Co].[O-]C(=O)c1ccnc(c1)C(=O)[O-].[OH],3.7377,3.51969,3.73502,1.8299,392.76,0.4,0.218592,Co,0.77886499,0.016377588,0.856911257,0.032411165,0.910750204,0.037576494,0.001318852,0.387243898,74,400.9,0.9255205,0.793333333,weak
[Co].[O-]C(=O)c1ccnc(c1)C(=O)[O-].[OH],5.22943,4.83593,5.22943,1.59196,531.823,0.4712,0.295988,Co,0.782148729,0.015577341,0.8630586,0.027533085,0.925794349,0.031621364,0.001436456,0.354240893,74,412.9,0.8921198,0.793333333,weak
unknown,6.01017,3.68771,5.69247,1.09022,2530.28,0.522,0.478801,"Cu,Mn",0.954910798,0.043174042,1.038797684,0.086894493,1.098219086,0.092277048,0.001433083,0.529063519,340,361.7,0.7742091,0.703888889,strong
unknown,7.34353,5.39916,7.34353,0.986844,3048.11,0.5692,0.576788,"Cu,Mn",0.962788721,0.043487233,1.067610208,0.069690718,1.174824369,0.063297688,0.002120356,0.326283,340,345.2,0.68235147,0.703888889,weak
[Eu].[O-]C(=O)c1cc(NCc2c3ccccc3cc3c2cccc3)cc(c1)C(=O)[O-],5.5734,3.54569,5.56883,1.15355,2259.5,0.5558,0.481815,Eu,0.819703141,0.031625785,0.907891476,0.066917641,0.956525643,0.075182586,0.001368225,0.415827994,262,355.1,0.86535,0.9,none
[Al].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH],7.02998,6.83304,7.02998,1.04921,759.884,0.5796,0.552414,Al,0.919159162,0.023152328,1.03622501,0.040598128,1.096281633,0.04294266,0.001771225,0.397293286,72,369.6,0.5046145,0.74,weak
[Mg].[O-]C(=O)c1ccc(cc1)NC1=NC(=[N]=C([N]1)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-].[O-]C=O,11.09168,5.45555,11.09168,0.711622,6953.9,0.6868,0.965119,Mg,0.932858544,0.03078784,1.055400451,0.061161677,1.130279415,0.070968209,0.001974209,0.348539747,436,389.3,0.7653122,0.28,weak
F[Ni].[O-]C(=O)c1ccc(cc1)C1=NN=N[N]1.n1ccc(cc1)c1ccncc1,6.8055,6.19081,6.8055,1.1092,1095.44,0.5578,0.502886,Ni,0.872087286,0.036311692,0.973840275,0.068257286,1.021365294,0.074855149,0.00149278,0.433291258,124,314.7,0.9572638,0.690205128,unknown
[In].[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],8.37885,6.95387,8.37885,0.714631,4964.52,0.6888,0.963854,In,0.85663439,0.040117748,0.950552713,0.068208955,1.007684938,0.077117592,0.001510505,0.409613758,300,369.7,0.7360531,0.56,strong
[In].[O-]C(=O)c1ccc(cc1)N(c1c(C)cc(cc1C)c1cc(C)c(c(c1)C)N(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],9.69778,7.05768,9.69778,0.737421,5129.46,0.684,0.927557,In,0.914544035,0.044432855,1.005335334,0.087535866,1.060077928,0.091260789,0.001455339,0.483950471,352,360.6,0.77318156,0.43,weak
unknown,9.62876,6.94212,9.62807,0.745389,4908.44,0.6616,0.88759,In,0.911510312,0.045516359,1.004197856,0.088011132,1.059332122,0.090944497,0.001478218,0.474303758,352,361.3,0.77515054,0.42,weak
unknown,9.71385,7.00232,9.71217,0.734468,5121.47,0.6802,0.926112,In,0.915246844,0.046253646,1.006170329,0.087396135,1.060682319,0.091363109,0.001454355,0.485009005,352,360.3,0.7725929,0.43,weak
unknown,5.71083,4.42994,5.71083,1.50732,747.649,0.4502,0.298677,Er,0.79152628,0.029468719,0.893071544,0.045251114,0.964102111,0.052570377,0.001725758,0.27888457,132,391.7,0.8702051,0.65,superstrong_high_loading
O=C1c2cc(ccc2-c2c1cc(cc2)c1ccncc1)c1ccncc1.[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn][Zn],7.11267,3.81215,7.09459,1.04643,2530.76,0.5622,0.537254,Zn,0.895923023,0.034928807,1.004516891,0.067532012,1.053798048,0.080988601,0.00157875,0.432183406,282,478.8,0.8795309,0.562301852,weak
[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn],4.69991,3.41327,4.69991,1.20811,598.465,0.4614,0.38192,Zn,0.987368187,0.048442537,1.0854095,0.086503972,1.131134143,0.092157914,0.00143766,0.564789752,106,332.5,0.8371761,0.587910304,strong
[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-].[Zn].n1ccc(cc1)C=Cc1ccncc1,7.14455,4.72838,7.14455,1.08378,1965.17,0.625,0.576686,Zn,0.791630491,0.014768695,0.884517289,0.031937098,0.936110508,0.040714417,0.0014448,0.365072704,152,350.5,0.7030028,0.48656682,strong
[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH].[Sc],7.29761,7.13277,7.29761,1.01537,881.625,0.5988,0.589733,Sc,0.883611271,0.009704327,0.978878911,0.01321494,1.082091172,0.014950501,0.001984799,0.286847463,72,448.5,0.9165088,0.63,weak
O=C1NC(=O)C2=NC=[N]=C2[N]1.O=C1NC(=O)N=C2[C]1N=C[N]2.O=C1NC(=O)[C]2C(=NC=N2)[N]1.[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn][O]1[Zn][O]([Zn]1)[Zn],9.49982,6.32548,9.49982,0.891096,8849.54,0.7118,0.798792,Zn,0.738980638,0.014719202,0.82087463,0.027148734,0.876395724,0.036834419,0.001374151,0.331130863,464,403.4,0.8349001,0.482,strong
[O-]C(=O)CN(C1=NC(=[N]=C([N]1)N1CCN(CC1)C1=NC(=[N]=C([N]1)N(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Zn].n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,4.84734,3.33854,4.84585,1.49396,1540.46,0.4208,0.281668,Zn,0.884537142,0.029778513,0.985250402,0.055384094,1.043653298,0.064821077,0.001591162,0.414240403,308,354.5,0.7402494,0.6,superstrong_high_loading
